Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Capital Gain Yeild,Dividend Yeild,Total Monthly Return,Rolling Balance,Percent_change_since_last_month,Percent_change_since_last_year
1983-12-01,164.4,7.09,14.03,101.3,11.83,496.82,21.43,42.4,9.82,-0.005823144498028986,0.0035735964087273793,-0.0022495480893016066,338722.67,-0.22,18.67
1984-01-01,166.4,7.12,14.44,101.9,11.67,499.9,21.39,43.38,9.89,0.006199428364397536,0.0035878185258242422,0.009787246890221778,342037.83,0.98,15.54
1984-02-01,157.3,7.15,14.85,102.4,11.84,470.25,21.38,44.39,9.32,-0.059311862372474454,0.0035640461425618455,-0.05574781622991261,322969.97,-5.57,6.94
1984-03-01,157.4,7.18,15.26,102.6,12.32,469.63,21.42,45.53,9.33,-0.0013184476342371176,0.0037958532695374805,0.002477405635300363,323770.1,0.25,3.21
1984-04-01,157.6,7.22333,15.5733,103.1,12.63,467.95,21.45,46.24,9.31,-0.0035772842450439856,0.0038061878500095818,0.0002289036049655962,323844.21,0.02,-0.22
1984-05-01,156.6,7.26667,15.8867,103.4,13.41,463.63,21.51,47.03,9.23,-0.009231755529436891,0.0038305374505823277,-0.005401218078854564,322095.06,-0.54,-4.38
1984-06-01,153.1,7.31,16.2,103.7,13.56,451.96,21.58,47.82,9.01,-0.025170933718698135,0.0038788114085226,-0.021292122310175535,315236.97,-2.13,-7.75
1984-07-01,151.1,7.33333,16.32,104.1,13.36,444.34,21.57,47.99,8.87,-0.016859899106115597,0.003977121869191964,-0.012882777236923632,311175.84,-1.29,-9.22
1984-08-01,164.4,7.35667,16.44,104.5,12.72,481.6,21.55,48.16,9.62,0.08385470585587625,0.004041574770070967,0.08789628062594722,338527.04,8.79,1.5
1984-09-01,166.1,7.38,16.56,105.0,12.52,484.26,21.52,48.28,9.69,0.005523255813953422,0.0037236987818383164,0.009246954595791739,341657.38,0.92,-0.36
1984-10-01,164.8,7.43,16.5867,105.3,12.16,479.11,21.6,48.22,9.6,-0.010634782967827154,0.0037170115227357207,-0.006917771445091434,339293.88,-0.69,-1.39
1984-11-01,166.3,7.48,16.6133,105.3,11.57,483.47,21.75,48.3,9.69,0.009100206633132294,0.003783056083154182,0.012883262716286476,343665.09,1.29,1.23
1984-12-01,164.5,7.53,16.64,105.3,11.5,478.23,21.89,48.38,9.6,-0.010838314683434358,0.0037730710626650396,-0.0070652436207693185,341237.01,-0.71,0.74
1985-01-01,171.6,7.57333,16.5567,105.5,11.38,497.93,21.98,48.04,10.0,0.04119356794847665,0.0038300957001164014,0.04502366364859305,356600.75,4.5,4.26
1985-02-01,180.9,7.61667,16.4733,106.0,11.51,522.44,22.0,47.57,10.49,0.04922378647601078,0.003681909773127414,0.05290569624913819,375466.96,5.29,16.25
1985-03-01,179.4,7.66,16.39,106.4,11.86,516.16,22.04,47.16,10.37,-0.01202051910267224,0.003515555215271929,-0.008504963887400312,372273.63,-0.85,14.98
1985-04-01,180.6,7.68667,16.13,106.9,11.43,517.18,22.01,46.19,10.4,0.001976131432114038,0.003553484707584212,0.005529616139698251,374332.16,0.55,15.59
1985-05-01,184.9,7.71333,15.87,107.3,10.85,527.52,22.01,45.28,10.61,0.01999303917398204,0.003546476404088841,0.023539515578070883,383143.76,2.35,18.95
1985-06-01,188.9,7.74,15.61,107.6,10.16,537.43,22.02,44.41,10.81,0.018786017591750016,0.0034785410979678495,0.022264558689717866,391674.28,2.23,24.25
1985-07-01,192.5,7.77333,15.4833,107.8,10.31,546.66,22.07,43.97,11.0,0.017174329680144425,0.003422151101848923,0.02059648078199335,399741.4,2.06,28.46
1985-08-01,188.3,7.80667,15.3567,108.0,10.33,533.74,22.13,43.53,10.74,-0.023634434566275123,0.0033735167502042707,-0.020260917816070853,391642.27,-2.03,15.69
1985-09-01,184.1,7.84,15.23,108.3,10.37,520.39,22.16,43.05,10.47,-0.025012178214111783,0.0034598618553353068,-0.021552316358776476,383201.47,-2.16,12.16
1985-10-01,186.2,7.86,15.0233,108.7,10.24,524.39,22.14,42.31,10.55,0.007686542785218778,0.0035454178596821613,0.011231960644900939,387505.57,1.12,14.21
1985-11-01,197.5,7.88,14.8167,109.0,9.78,554.68,22.13,41.61,11.16,0.05776235244760572,0.003516784581450193,0.061279137029055915,411251.58,6.13,19.67
1985-12-01,207.3,7.9,14.61,109.3,9.26,580.61,22.13,40.92,11.69,0.04674767433475169,0.0033247397899088963,0.05007241412466058,431843.94,5.01,26.55
1986-01-01,208.2,7.94,14.58,109.6,9.19,581.53,22.18,40.72,11.72,0.0015845403971684246,0.0031834335153258357,0.004767973912494261,433902.96,0.48,21.68
1986-02-01,219.4,7.98,14.55,109.3,8.7,614.5,22.35,40.75,12.39,0.05669526937561266,0.0032027582411913403,0.059898027616803996,459892.89,5.99,22.49
1986-03-01,232.3,8.02,14.52,108.8,7.78,653.62,22.57,40.85,13.19,0.06366151342554924,0.0030607540005424465,0.06672226742609168,490577.99,6.67,31.78
1986-04-01,238.0,8.04667,14.5833,108.6,7.3,670.89,22.68,41.11,13.55,0.026422080107707815,0.0028915883846883507,0.029313668492396167,504958.63,2.93,34.9
1986-05-01,238.5,8.07333,14.6467,108.9,7.71,670.44,22.69,41.17,13.56,-0.0006707507937216709,0.0028183954647309295,0.0021476446710092588,506043.1,0.21,32.08
1986-06-01,245.3,8.1,14.71,109.5,7.8,685.78,22.65,41.12,13.89,0.022880496390430043,0.002815315315315315,0.025695811705745357,519046.29,2.57,32.52
1986-07-01,240.2,8.14333,14.7567,109.5,7.3,671.52,22.77,41.26,13.62,-0.020793840590276752,0.0027669223366094085,-0.018026918253667343,509689.48,-1.8,27.5
1986-08-01,245.0,8.18667,14.8033,109.7,7.17,683.69,22.85,41.31,13.89,0.018123064093400157,0.0028356067826225085,0.020958670876022666,520371.9,2.1,32.87
1986-09-01,238.3,8.23,14.85,110.2,7.45,661.98,22.86,41.25,13.47,-0.031754157586040506,0.0027863505389869674,-0.02896780704705354,505297.87,-2.9,31.86
1986-10-01,237.4,8.24667,14.7267,110.3,7.43,658.88,22.89,40.87,13.43,-0.00468292093416723,0.002881506994169008,-0.001801413939998222,504387.62,-0.18,30.16
1986-11-01,245.1,8.26333,14.6033,110.4,7.25,679.64,22.91,40.49,13.87,0.03150801359883437,0.002897593896713615,0.03440560749554799,521741.38,3.44,26.87
1986-12-01,248.6,8.28,14.48,110.5,7.11,688.72,22.94,40.12,14.09,0.013360014125125127,0.002812763619955663,0.01617277774508079,530179.39,1.62,22.77
1987-01-01,264.5,8.3,14.6867,111.2,7.08,728.15,22.85,40.43,14.92,0.05725113253571836,0.0027647907228869014,0.06001592325860526,561998.59,6.0,29.52
1987-02-01,280.9,8.32,14.8933,111.6,7.25,770.53,22.82,40.85,15.82,0.05820229348348554,0.0026116413742589667,0.06081393485774451,596175.94,6.08,29.63
1987-03-01,292.5,8.34,15.1,112.1,7.25,798.77,22.78,41.24,16.43,0.036650097984504186,0.0024636721910027298,0.039113770175506914,619494.62,3.91,26.28
1987-04-01,289.3,8.4,14.8733,112.7,8.02,785.83,22.82,40.4,16.2,-0.016199907357562177,0.0023807437268133086,-0.013819163630748869,610933.73,-1.38,20.99
1987-05-01,289.1,8.46,14.6467,113.1,8.61,782.51,22.9,39.64,16.16,-0.004224832342873204,0.002428430237243848,-0.0017964021056293563,609836.24,-0.18,20.51
1987-06-01,301.4,8.52,14.42,113.5,8.4,812.92,22.98,38.89,16.83,0.038862123167755,0.0024472530702483036,0.041309376238003306,635028.2,4.13,22.35
1987-07-01,310.1,8.56667,14.9,113.8,8.45,834.18,23.04,40.08,17.31,0.026152634945628098,0.002361856025193131,0.02851449097082123,653135.71,2.85,28.14
1987-08-01,329.4,8.61333,15.38,114.4,8.76,881.45,23.05,41.16,18.33,0.0566664269102593,0.002302660496935114,0.058969087407194413,691650.52,5.9,32.91
1987-09-01,318.7,8.66,15.86,115.0,9.42,848.37,23.05,42.22,17.68,-0.037529071416416176,0.0021791744663149735,-0.035349896950101205,667200.75,-3.53,32.04
1987-10-01,280.2,8.71,16.4067,115.3,9.52,743.95,23.13,43.56,15.53,-0.1230830887466553,0.0022720039605360867,-0.12081108478611921,586595.5,-12.08,16.3
1987-11-01,245.0,8.76,16.9533,115.4,8.86,649.92,23.24,44.97,13.59,-0.12639290274884077,0.0026032215426663977,-0.12378968120617437,513981.03,-12.38,-1.49
1987-12-01,241.0,8.81,17.5,115.4,8.99,639.31,23.37,46.42,13.39,-0.01632508616445103,0.0029965226489414086,-0.013328563515509623,507130.4,-1.33,-4.35
1988-01-01,250.5,8.85667,17.8633,115.7,8.67,662.79,23.43,47.26,13.9,0.03672709640080715,0.003054073923448718,0.03978117032425587,527304.64,3.98,-6.17
1988-02-01,258.1,8.90333,18.2267,116.0,8.21,681.13,23.5,48.1,14.3,0.027670906320252316,0.0029546814727641232,0.03062558779301644,543453.66,3.06,-8.84
1988-03-01,265.7,8.95,18.59,116.5,8.37,698.18,23.52,48.85,14.67,0.025031932230264346,0.0028775710950919796,0.027909503325356324,558621.18,2.79,-9.83
1988-04-01,262.6,9.04333,19.6167,117.1,8.72,686.5,23.64,51.28,14.43,-0.016729210232318242,0.002821621931307113,-0.01390758830101113,550852.11,-1.39,-9.83
1988-05-01,256.1,9.13667,20.6433,117.5,9.09,667.23,23.8,53.78,14.03,-0.028069919883466833,0.002889050740470988,-0.025180869142995846,536981.17,-2.52,-11.95
1988-06-01,270.7,9.23,21.67,118.0,8.92,702.28,23.95,56.22,14.77,0.0525306116331699,0.0029912224170575864,0.05552183405022749,566795.35,5.55,-10.74
1988-07-01,269.1,9.30667,22.0233,118.5,9.06,695.18,24.04,56.89,14.61,-0.010109927664179561,0.002852613392568966,-0.007257314271610596,562681.94,-0.73,-13.85
1988-08-01,263.7,9.38333,22.3767,119.0,9.26,678.37,24.14,57.56,14.24,-0.024180787709657852,0.002893734955934674,-0.02128705275372318,550704.1,-2.13,-20.38
1988-09-01,268.0,9.46,22.73,119.8,8.98,684.83,24.17,58.08,14.37,0.009522826775948283,0.0029691269759374184,0.012491953751885701,557583.47,1.25,-16.43
1988-10-01,277.4,9.55,23.0733,120.2,8.8,706.49,24.32,58.76,14.81,0.031628287312179613,0.002959371912250729,0.03458765922443034,576868.98,3.46,-1.66
1988-11-01,271.0,9.64,23.4167,120.3,8.96,689.61,24.53,59.59,14.45,-0.023892765644241244,0.002893412032253347,-0.020999353611987896,564755.1,-2.1,9.88
1988-12-01,276.5,9.75,23.75,120.5,9.11,702.44,24.77,60.34,14.7,0.018604718609068954,0.0029932377237375713,0.021597956332806527,576952.66,2.16,13.77
1989-01-01,285.4,9.81333,24.16,121.1,9.09,721.46,24.81,61.07,15.09,0.02707704572632535,0.002943311884289049,0.0300203576106144,594272.98,3.0,12.7
1989-02-01,294.0,9.89667,24.56,121.6,9.17,740.14,24.91,61.83,15.47,0.025891941341169226,0.002877267392971659,0.028769208734140884,611369.74,2.88,12.5
1989-03-01,292.7,10.01,24.96,122.3,9.36,732.65,25.06,62.48,15.3,-0.010119707082443875,0.002821538267534971,-0.007298168814908904,606907.86,-0.73,8.64
1989-04-01,302.3,10.0867,25.0467,123.1,9.18,751.77,25.08,62.29,15.69,0.026097044973725524,0.0028526581587388247,0.02894970313246435,624477.67,2.89,13.37
1989-05-01,313.9,10.1933,25.1333,123.8,8.86,776.2,25.21,62.15,16.19,0.032496641259959914,0.0027945160532254995,0.03529115731318541,646516.21,3.53,20.4
1989-06-01,323.7,10.37,25.22,124.1,8.28,798.5,25.58,62.21,16.64,0.02872970883792831,0.0027462853216524944,0.03147599415958081,666865.95,3.15,17.66
1989-07-01,331.9,10.4233,24.71,124.4,8.02,816.75,25.65,60.81,17.01,0.022855353788353162,0.002676894176581089,0.02553224796493425,683892.53,2.55,21.54
1989-08-01,346.6,10.5467,24.2,124.6,8.11,851.56,25.91,59.46,17.73,0.04262014080195892,0.0026436077951229467,0.04526374859708186,714848.07,4.53,29.81
1989-09-01,347.3,10.73,23.69,125.0,8.19,850.54,26.28,58.02,17.71,-0.0011978016816195944,0.002571750669359763,0.0013739489877401688,715830.24,0.14,28.38
1989-10-01,347.4,10.7967,23.4267,125.6,8.01,846.73,26.32,57.1,17.64,-0.00447950713664254,0.0025787538896857682,-0.0019007532469567717,714469.62,-0.19,23.85
1989-11-01,340.2,10.9233,23.1633,125.9,7.87,827.2,26.56,56.32,17.24,-0.023065203783968882,0.0026139776945819015,-0.02045122608938698,699857.84,-2.05,23.92
1989-12-01,348.6,11.06,22.87,126.1,7.84,846.28,26.85,55.52,17.65,0.02306576402321074,0.0027049081237911026,0.025770672147001843,717893.65,2.58,24.43
1990-01-01,339.97,11.14,22.49,127.4,8.21,816.91,26.77,54.04,17.05,-0.03470482582596777,0.002636046383387689,-0.032068779442580075,694871.68,-3.21,16.93
1990-02-01,330.45,11.23,22.08,128.0,8.47,790.31,26.86,52.81,16.51,-0.03256172650597988,0.002739999918391663,-0.02982172658758822,674149.4,-2.98,10.27
1990-03-01,338.46,11.32,21.67,128.7,8.59,805.07,26.93,51.54,16.83,0.018676215662208635,0.002839603024973323,0.021515818687181956,688654.28,2.15,13.47
1990-04-01,338.18,11.4367,21.5333,128.9,8.79,803.15,27.16,51.14,16.81,-0.0023848857863292294,0.0028113497377039672,0.00042646395137473786,688947.97,0.04,10.32
1990-05-01,350.25,11.5533,21.3967,129.2,8.76,829.89,27.37,50.7,17.39,0.033293905248085676,0.0028398597190230136,0.03613376496710869,713842.25,3.61,10.41
1990-06-01,360.39,11.66,21.26,129.9,8.48,849.31,27.48,50.1,17.82,0.02340069165793052,0.002759401848437745,0.026160093506368266,732516.43,2.62,9.84
1990-07-01,360.03,11.7267,21.42,130.4,8.47,845.21,27.53,50.29,17.75,-0.0048274481638034515,0.002701212356697398,-0.0021262358071060536,730958.93,-0.21,6.88
1990-08-01,330.75,11.7833,21.58,131.6,8.75,769.39,27.41,50.2,16.17,-0.0897055169721135,0.002702484195249307,-0.08700303277686419,667363.28,-8.7,-6.64
1990-09-01,315.41,11.83,21.74,132.7,8.89,727.62,27.29,50.15,15.3,-0.05428976201926199,0.002955804815069947,-0.051333957204192045,633104.89,-5.13,-11.56
1990-10-01,307.12,11.9267,21.6067,133.5,8.72,704.25,27.35,49.55,14.82,-0.03211841345757401,0.003132358465499391,-0.02898605499207462,614753.67,-2.9,-13.96
1990-11-01,315.29,12.0133,21.4733,133.8,8.39,721.37,27.49,49.13,15.19,0.024309549165779203,0.0032528694829014313,0.027562418648680635,631697.77,2.76,-9.74
1990-12-01,328.75,12.09,21.34,133.8,8.08,752.16,27.66,48.82,15.85,0.04268267324673879,0.0031953089260712258,0.04587798217281002,660678.79,4.59,-7.97
1991-01-01,325.49,12.1067,21.1833,134.6,8.09,740.28,27.53,48.18,15.61,-0.01579451180599872,0.003050104587676381,-0.012744407218322339,652258.83,-1.27,-6.13
1991-02-01,362.26,12.1133,21.0267,134.8,7.85,822.68,27.51,47.75,17.35,0.11130923434376179,0.0030968012103528395,0.11440603555411463,726881.18,11.44,7.82
1991-03-01,372.28,12.11,20.94,135.0,8.11,844.19,27.46,47.48,17.82,0.02614625370739547,0.0027815594560866115,0.028927813163482082,747908.26,2.89,8.6
1991-04-01,379.68,12.13,20.3633,135.2,8.04,859.69,27.47,46.11,18.16,0.018360795555502907,0.0027116723328476605,0.021072467888350568,763668.53,2.11,10.85
1991-05-01,377.99,12.14,19.8567,135.6,8.07,853.34,27.41,44.83,18.04,-0.007386383463806747,0.0026569654953142023,-0.0047294179684925445,760056.82,-0.47,6.47
1991-06-01,378.29,12.15,19.41,136.0,8.28,851.51,27.35,43.69,18.02,-0.002144514495980548,0.0026708775712689743,0.0005263630752884263,760456.89,0.05,3.81
1991-07-01,380.23,12.1933,18.84,136.2,8.27,854.62,27.41,42.35,18.1,0.0036523352632382633,0.0026824895381929357,0.0063348248014311985,765274.25,0.63,4.69
1991-08-01,389.4,12.2367,18.33,136.6,7.9,872.67,27.42,41.08,18.51,0.021120497999110664,0.0026737029322973956,0.02379420093140806,783483.34,2.38,17.4
1991-09-01,387.2,12.28,17.82,137.2,7.65,863.94,27.4,39.76,18.36,-0.010003781498160709,0.002616491151676273,-0.007387290346484436,777695.52,-0.74,22.84
1991-10-01,386.88,12.2533,17.2033,137.4,7.53,861.97,27.3,38.33,18.35,-0.002280250943352579,0.002633284718846216,0.0003530337754936372,777970.07,0.04,26.55
1991-11-01,385.92,12.2267,16.5867,137.8,7.42,857.33,27.16,36.85,18.29,-0.005383017970462993,0.0026257681048451028,-0.0027572498656178905,775825.02,-0.28,22.82
1991-12-01,388.51,12.2,15.97,137.9,7.09,862.46,27.08,35.45,18.44,0.005983693560239342,0.0026322030801052875,0.00861589664034463,782509.44,0.86,18.44
1992-01-01,416.08,12.24,16.0467,138.1,7.03,922.33,27.13,35.57,19.77,0.06941771212577975,0.002621377609782869,0.07203908973556263,838880.71,7.2,28.61
1992-02-01,412.56,12.28,16.1233,138.6,7.34,911.23,27.12,35.61,19.58,-0.012034738108919824,0.0024503160474016895,-0.009584422061518135,830840.53,-0.96,14.3
1992-03-01,407.36,12.32,16.19,139.3,7.54,895.22,27.07,35.58,19.28,-0.017569658593329884,0.0024755915996327307,-0.015094066993697152,818299.76,-1.51,9.41
1992-04-01,407.41,12.32,16.4833,139.5,7.48,894.05,27.04,36.17,19.3,-0.001306941310515932,0.002517072153586083,0.001210130843070151,819290.01,0.12,7.28
1992-05-01,414.81,12.32,16.7667,139.7,7.39,908.98,27.0,36.74,19.66,0.01669928974889555,0.002516637771936693,0.019215927520832243,835033.43,1.92,9.86
1992-06-01,408.27,12.32,17.05,140.2,7.26,891.46,26.9,37.23,19.32,-0.019274351470879428,0.0024661342017059415,-0.016808217269173486,820998.01,-1.68,7.96
1992-07-01,415.05,12.3433,17.38,140.5,6.84,904.33,26.89,37.87,19.62,0.014436991003522316,0.0025136667190152483,0.016950657722537565,834914.46,1.7,9.1
1992-08-01,417.93,12.3667,17.71,140.9,6.59,908.02,26.87,38.48,19.72,0.004080368891886746,0.0024760504093269786,0.006556419301213725,840388.51,0.66,7.26
1992-09-01,418.48,12.4,18.04,141.3,6.42,906.64,26.86,39.08,19.71,-0.0015197903129886958,0.002465070519738919,0.0009452802067502234,841182.92,0.09,8.16
1992-10-01,412.5,12.3867,18.39,141.8,6.59,890.53,26.74,39.7,19.37,-0.017768904967793184,0.002457792876261066,-0.015311112091532119,828303.47,-1.53,6.47
1992-11-01,422.84,12.3833,18.74,142.0,6.87,911.57,26.7,40.4,19.83,0.023626379796301167,0.002498512121994767,0.026124891918295933,849942.81,2.61,9.55
1992-12-01,435.64,12.39,19.09,141.9,6.77,939.83,26.73,41.18,20.45,0.031001459021249043,0.002443586340050682,0.033445045361299726,878369.18,3.34,12.25
1993-01-01,435.23,12.4133,19.34,142.6,6.6,934.33,26.65,41.52,20.32,-0.0058521221923113756,0.0023630160064408807,-0.003489106185870495,875304.46,-0.35,4.34
1993-02-01,441.7,12.4467,19.59,143.1,6.26,944.91,26.63,41.91,20.55,0.011323622274785061,0.0023751422588022078,0.013698764533587269,887295.05,1.37,6.79
1993-03-01,450.16,12.48,19.84,143.6,5.98,959.65,26.6,42.3,20.86,0.015599369252098094,0.0023459024316248816,0.017945271683722976,903217.8,1.79,10.38
1993-04-01,443.08,12.4933,19.67,144.0,5.97,941.94,26.56,41.82,20.46,-0.018454644922627963,0.002306396429253721,-0.01614824849337424,888632.42,-1.61,8.46
1993-05-01,445.25,12.5067,19.5,144.2,6.04,945.24,26.55,41.4,20.52,0.0035034078603732237,0.0023488757245684437,0.005852283584941668,893832.94,0.59,7.04
1993-06-01,448.06,12.52,19.33,144.4,5.96,949.89,26.54,40.98,20.61,0.0049193855528754365,0.0023397937737153172,0.007259179326590754,900321.44,0.73,9.66
1993-07-01,447.29,12.52,19.69,144.4,5.81,948.25,26.54,41.74,20.56,-0.001726515701818091,0.0023283397726754323,0.0006018240708573414,900863.27,0.06,7.9
1993-08-01,454.13,12.52,20.05,144.8,5.68,960.09,26.47,42.39,20.81,0.01248615871341949,0.002326214957377625,0.014812373670797116,914207.2,1.48,8.78
1993-09-01,459.24,12.52,20.41,145.1,5.36,968.89,26.41,43.06,20.99,0.009165807372225472,0.0022923198172393557,0.011458127189464828,924682.3,1.15,9.93
1993-10-01,463.9,12.54,20.9,145.7,5.33,974.69,26.35,43.91,21.11,0.00598623166716559,0.0022663391441064863,0.008252570811272076,932313.31,0.83,12.56
1993-11-01,462.89,12.56,21.39,145.8,5.72,971.9,26.37,44.91,21.04,-0.002862448573392645,0.0022545629892581232,-0.0006078855841345219,931746.57,-0.06,9.62
1993-12-01,465.95,12.58,21.89,145.8,5.77,978.33,26.41,45.96,21.16,0.0066159069863155305,0.0022644647940460267,0.008880371780361558,940020.82,0.89,7.02
1994-01-01,472.99,12.6233,22.1567,146.2,5.75,990.39,26.43,46.39,21.41,0.012327128882892219,0.0022512853536127892,0.014578414236505008,953724.83,1.46,8.96
1994-02-01,471.58,12.6667,22.4333,146.7,5.97,984.07,26.43,46.81,21.26,-0.0063813245287209445,0.0022238714041943075,-0.0041574531245266375,949759.77,-0.42,7.04
1994-03-01,463.81,12.71,22.71,147.2,6.48,964.57,26.43,47.23,20.83,-0.019815663519871553,0.0022381537898726717,-0.017577509729998882,933065.36,-1.76,3.3
1994-04-01,447.23,12.7533,23.54,147.4,6.97,928.83,26.49,48.89,20.06,-0.037052779995231044,0.0022885845506287776,-0.03476419544460227,900628.09,-3.48,1.35
1994-05-01,450.9,12.7967,24.37,147.5,7.18,935.82,26.56,50.58,20.2,0.007525596718452256,0.0023829261902967532,0.00990852290874901,909551.98,0.99,1.76
1994-06-01,454.83,12.84,25.2,148.0,7.1,940.78,26.56,52.12,20.29,0.005300164561560901,0.0023651271968256004,0.007665291758386501,916523.97,0.77,1.8
1994-07-01,451.4,12.87,25.91,148.4,7.3,931.17,26.55,53.45,20.07,-0.010214928038436205,0.002351771933927167,-0.007863156104509038,909317.19,-0.79,0.94
1994-08-01,464.24,12.9,26.62,149.0,7.24,953.8,26.5,54.69,20.54,0.024302758894723837,0.0023715683852930545,0.026674327280016893,933572.62,2.67,2.12
1994-09-01,466.96,12.92,27.33,149.4,7.46,956.82,26.47,56.0,20.58,0.0031662822394633,0.002312679108128888,0.005478961347592189,938687.63,0.55,1.51
1994-10-01,463.81,13.0133,28.42,149.5,7.74,949.73,26.65,58.19,20.4,-0.0074099621663427095,0.0023210565553953024,-0.005088905610947407,933910.73,-0.51,0.17
1994-11-01,461.01,13.0967,29.51,149.7,7.96,942.74,26.78,60.35,20.21,-0.007359986522485347,0.0023497906422527107,-0.005010195880232637,929231.66,-0.5,-0.27
1994-12-01,455.19,13.17,30.6,149.7,7.81,930.84,26.93,62.58,19.91,-0.012622780406050424,0.0023804725233539117,-0.010242307882696512,919714.18,-1.02,-2.16
1995-01-01,465.25,13.18,31.25,150.3,7.78,947.61,26.84,63.65,20.22,0.018015985561428367,0.0024028476071791785,0.020418833168607545,938493.67,2.04,-1.6
1995-02-01,481.92,13.18,31.9,150.9,7.47,977.66,26.74,64.71,20.8,0.03171135804814212,0.0023515299894823114,0.03406288803762443,970461.48,3.41,2.18
1995-03-01,493.15,13.17,32.55,151.4,7.2,997.14,26.63,65.82,21.15,0.019925127344884743,0.0022698756895716985,0.022195003034456443,992000.87,2.22,6.32
1995-04-01,507.91,13.2433,33.1767,151.9,7.06,1023.6,26.69,66.86,21.64,0.026535892652987583,0.0022305460283076266,0.02876643868129521,1020537.21,2.88,13.31
1995-05-01,523.81,13.3067,33.8033,152.2,6.63,1053.57,26.76,67.99,22.2,0.02927901524032817,0.0021785853849159826,0.03145760062524415,1052640.86,3.15,15.73
1995-06-01,539.35,13.36,34.43,152.5,6.17,1082.69,26.82,69.11,22.72,0.02763935951099606,0.0021213588086221136,0.029760718319618174,1083968.21,2.98,18.27
1995-07-01,557.37,13.44,34.68,152.5,6.28,1118.86,26.98,69.62,23.38,0.0334075312416295,0.002076617806882241,0.03548414904851174,1122431.89,3.55,23.44
1995-08-01,559.11,13.51,34.93,152.9,6.49,1119.42,27.05,69.93,23.28,0.0005005094471159688,0.002014699485786128,0.002515208932902097,1125255.05,0.25,20.53
1995-09-01,578.77,13.58,35.18,153.2,6.2,1156.51,27.14,70.3,23.95,0.033133229708241695,0.0020203915122712357,0.03515362122051293,1164811.83,3.52,24.09
1995-10-01,582.92,13.65,34.7733,153.7,6.04,1161.01,27.19,69.26,23.93,0.0038910169388937407,0.0019591990846022376,0.005850216023495978,1171626.24,0.59,25.45
1995-11-01,595.53,13.72,34.3667,153.6,5.93,1186.9,27.34,68.49,24.35,0.022299549530150557,0.001962371842906894,0.024261921373057452,1200052.14,2.43,29.14
1995-12-01,614.57,13.79,33.96,153.5,5.71,1225.65,27.5,67.73,25.03,0.032648074816749514,0.0019308001235712076,0.03457887494032072,1241548.59,3.46,34.99
1996-01-01,614.42,13.8933,33.9867,154.4,5.65,1218.21,27.55,67.39,24.76,-0.00607024843960352,0.00187315574049144,-0.00419709269911208,1236337.7,-0.42,31.74
1996-02-01,649.54,13.9967,34.0133,154.9,5.81,1283.68,27.66,67.22,25.98,0.05374278654747541,0.001892120406169708,0.05563490695364512,1305121.23,5.56,34.48
1996-03-01,647.07,14.1,34.04,155.7,6.27,1272.23,27.72,66.93,25.63,-0.008919668453197093,0.0017995138975445593,-0.007120154555652534,1295828.57,-0.71,30.63
1996-04-01,647.17,14.1567,34.33,156.3,6.51,1267.54,27.73,67.24,25.42,-0.003686440344906231,0.001816364441440096,-0.0018700759034661351,1293405.27,-0.19,26.74
1996-05-01,661.23,14.2133,34.62,156.6,6.74,1292.6,27.78,67.68,25.81,0.019770579232213537,0.0018263723432791075,0.021596951575492643,1321338.88,2.16,25.53
1996-06-01,668.5,14.27,34.91,156.7,6.91,1305.97,27.88,68.2,25.97,0.010343493733560359,0.0017974109030893806,0.012140904636649739,1337381.13,1.21,23.38
1996-07-01,644.07,14.4,35.2733,157.0,6.87,1255.84,28.08,68.78,24.86,-0.03838526152974426,0.0017917716333453295,-0.03659348989639893,1288441.69,-3.66,14.79
1996-08-01,662.68,14.53,35.6367,157.3,6.64,1289.67,28.28,69.35,25.41,0.026938144986622625,0.0018765660169023659,0.02881471100352499,1325567.76,2.88,17.8
1996-09-01,674.88,14.66,36.0,157.8,6.83,1309.25,28.44,69.84,25.68,0.015182178386719026,0.0018376794063597664,0.017019857793078793,1348128.73,1.7,15.74
1996-10-01,701.46,14.74,36.91,158.3,6.53,1356.51,28.5,71.38,26.48,0.036097002100439174,0.0018140156578193623,0.03791101775825854,1399237.67,3.79,19.43
1996-11-01,735.67,14.82,37.82,158.6,6.2,1419.98,28.61,73.0,27.59,0.04678918695770767,0.0017575739704585051,0.04854676092816617,1467166.12,4.85,22.26
1996-12-01,743.25,14.9,38.73,158.6,6.3,1434.61,28.76,74.76,27.72,0.010302962013549403,0.0016878171993032767,0.01199077921285268,1484758.59,1.2,19.59
1997-01-01,766.22,14.9533,39.2333,159.1,6.58,1474.3,28.77,75.49,28.33,0.027666055583050485,0.0016711858972124829,0.02933724148026297,1528317.31,2.93,23.62
1997-02-01,798.39,15.0067,39.7367,159.6,6.42,1531.39,28.78,76.22,29.27,0.03872346198195764,0.0016267607226028173,0.04035022270456046,1589985.25,4.04,21.83
1997-03-01,792.16,15.06,40.24,160.0,6.69,1515.64,28.81,76.99,28.8,-0.010284773963523335,0.001567747819519086,-0.008717026144004249,1576125.31,-0.87,21.63
