Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Capital Gain Yeild,Dividend Yeild,Total Monthly Return,Rolling Balance,Percent_change_since_last_month,Percent_change_since_last_year
1970-08-01,77.92,3.18667,5.41333,39.0,7.53,611.63,25.01,42.49,14.1,0.029056464095834143,0.0035065728963366762,0.03256303699217082,234724.91,3.26,-18.55
1970-09-01,82.58,3.19,5.36,39.2,7.39,644.9,24.91,41.86,14.84,0.054395631345748215,0.00339393642125686,0.05778956776700508,248289.56,5.78,-14.15
1970-10-01,84.37,3.17333,5.28333,39.4,7.33,655.53,24.66,41.05,15.06,0.016483175686152884,0.0031865405489223137,0.0196697162350752,253173.34,1.97,-13.16
1970-11-01,84.28,3.15667,5.20667,39.6,6.84,651.53,24.4,40.25,14.95,-0.006101932787210349,0.003101815833498594,-0.003000116953711755,252413.79,-0.3,-13.81
1970-12-01,90.05,3.14,5.13,39.8,6.39,692.63,24.15,39.46,15.87,0.06308228324098664,0.003088883090571424,0.06617116633155806,269116.31,6.62,-2.73
1971-01-01,93.49,3.13,5.16,39.8,6.24,719.09,24.07,39.69,16.46,0.03820221474669021,0.0028959665814841016,0.04109818132817431,280176.5,4.11,2.14
1971-02-01,97.11,3.12,5.19,39.9,6.11,745.06,23.94,39.82,17.03,0.03611508990529685,0.0027743397905686355,0.03888942969586548,291072.4,3.89,10.19
1971-03-01,99.6,3.11,5.22,40.0,5.7,762.26,23.8,39.95,17.4,0.023085389096180235,0.0026619780062455824,0.025747367102425818,298566.75,2.57,11.38
1971-04-01,103.0,3.10667,5.25333,40.1,5.83,786.31,23.72,40.1,17.92,0.03155091438616739,0.0025931659363821616,0.03414408032254955,308761.04,3.41,19.37
1971-05-01,101.6,3.10333,5.28667,40.3,6.39,771.78,23.57,40.16,17.56,-0.01847871704544006,0.0024979545811024493,-0.015980762464337613,303826.8,-1.6,32.62
1971-06-01,99.72,3.1,5.32,40.6,6.52,751.9,23.37,40.11,17.08,-0.025758635880691383,0.0025233874938453966,-0.023235248386845986,296767.31,-2.32,30.56
1971-07-01,99.0,3.09667,5.35667,40.7,6.73,744.63,23.29,40.29,16.89,-0.009668838941348559,0.0025812386398900563,-0.007087600301458503,294663.94,-0.71,29.62
1971-08-01,97.24,3.09333,5.39333,40.8,6.58,729.6,23.21,40.47,16.52,-0.02018452117158854,0.0025974868950575008,-0.01758703427653104,289481.68,-1.76,23.33
1971-09-01,99.4,3.09,5.43,40.8,6.14,745.81,23.18,40.74,16.86,0.022217653508771824,0.002647569444444444,0.02486522295321627,296679.7,2.49,19.49
1971-10-01,97.29,3.08333,5.52,40.9,5.93,728.19,23.08,41.32,16.43,-0.02362532012174668,0.002578851628877775,-0.021046468492868904,290435.64,-2.1,14.72
1971-11-01,92.78,3.07667,5.61,40.9,5.81,694.44,23.03,41.99,15.64,-0.046347793845012975,0.0026355301043225897,-0.043712263740690385,277740.05,-4.37,10.03
1971-12-01,99.17,3.07,5.7,41.1,5.93,738.65,22.87,42.46,16.6,0.0636628074419675,0.002744417564272411,0.06640722500623991,296183.99,6.64,10.06
1972-01-01,103.3,3.07,5.73667,41.1,5.95,769.42,22.87,42.73,17.26,0.04165707710011505,0.0025801574945283063,0.044237234594643356,309286.35,4.42,10.39
1972-02-01,105.2,3.07,5.77333,41.3,6.08,779.77,22.76,42.79,17.46,0.013451690884042555,0.002465060261842254,0.015916751145884808,314209.19,1.59,7.95
1972-03-01,107.7,3.07,5.81,41.4,6.07,796.38,22.7,42.96,17.81,0.021301152904061472,0.0024259290132560454,0.023727081917317518,321664.45,2.37,7.74
1972-04-01,108.8,3.07,5.86333,41.5,6.19,802.57,22.65,43.25,17.92,0.00777267133780363,0.0023700997011476934,0.010142771038951323,324927.02,1.01,5.24
1972-05-01,107.7,3.07,5.91667,41.6,6.13,792.55,22.59,43.54,17.66,-0.012484892283539249,0.00234558979279066,-0.010139302490748589,321632.49,-1.01,5.86
1972-06-01,108.0,3.07,5.97,41.7,6.11,792.85,22.54,43.83,17.64,0.0003785250141947741,0.002369987172207852,0.0027485121864026262,322516.5,0.27,8.68
1972-07-01,107.2,3.07333,6.02667,41.9,6.11,783.22,22.45,44.03,17.4,-0.012146055369868191,0.0023596308675453534,-0.009786424502322838,319360.22,-0.98,8.38
1972-08-01,111.0,3.07667,6.08333,42.0,6.21,809.05,22.43,44.34,17.94,0.03297923954955176,0.002386515495858975,0.035365755045410736,330654.63,3.54,14.22
1972-09-01,109.4,3.08,6.14,42.1,6.55,795.5,22.4,44.65,17.61,-0.01674803782213702,0.0023072327627052303,-0.014440805059431789,325879.71,-1.44,9.84
1972-10-01,109.6,3.10333,6.23333,42.3,6.48,793.18,22.46,45.11,17.53,-0.002916404776869956,0.0023528179342132832,-0.0005635868426566728,325696.05,-0.06,12.14
1972-11-01,115.1,3.12667,6.32667,42.4,6.28,831.02,22.57,45.68,18.34,0.047706699614211194,0.0023712566294325794,0.05007795624364377,342006.24,5.01,23.14
1972-12-01,117.5,3.15,6.42,42.5,6.36,846.35,22.69,46.24,18.65,0.018447209453442807,0.002275316277987694,0.0207225257314305,349093.48,2.07,17.86
1973-01-01,118.4,3.15667,6.54667,42.6,6.46,850.83,22.68,47.04,18.71,0.005293318367105828,0.0022331186861227624,0.00752643705322859,351720.91,0.75,13.72
1973-02-01,114.2,3.16333,6.67333,42.9,6.64,814.91,22.57,47.62,17.89,-0.04221759928540375,0.002210586525314497,-0.04000701276008926,337649.6,-4.0,7.46
1973-03-01,112.4,3.17,6.8,43.3,6.71,794.66,22.41,48.08,17.41,-0.024849369869065295,0.002291664110147133,-0.022557705758918162,330033.0,-2.26,2.6
1973-04-01,110.3,3.18667,6.94333,43.6,6.67,774.45,22.37,48.75,16.94,-0.025432260337754416,0.0023458669955284863,-0.023086393342225932,322413.73,-2.31,-0.77
1973-05-01,107.2,3.20333,7.08667,43.9,6.85,747.54,22.34,49.42,16.31,-0.034747239976757806,0.002403856500312049,-0.032343383476445754,311985.78,-3.23,-3.0
1973-06-01,104.8,3.22,7.23,44.2,6.9,725.84,22.3,50.07,15.81,-0.02902854696738627,0.0024859316335357753,-0.026542615333850494,303704.86,-2.65,-5.83
1973-07-01,105.8,3.23667,7.38333,44.3,7.13,731.11,22.37,51.02,15.89,0.007260553289981238,0.002568288695396598,0.009828841985377836,306689.93,0.98,-3.97
1973-08-01,103.8,3.25333,7.53667,45.1,7.4,704.57,22.08,51.16,15.28,-0.03630096702274618,0.0025167211500321425,-0.033784245872714044,296328.64,-3.38,-10.38
1973-09-01,105.6,3.27,7.69,45.2,7.09,715.2,22.15,52.08,15.48,0.015087216316334778,0.0026198012026247683,0.017707017518959547,301575.74,1.77,-7.46
1973-10-01,109.8,3.30667,7.84667,45.6,6.79,737.12,22.2,52.68,15.91,0.030648769574944012,0.0025866890380313195,0.03323545861297533,311598.74,3.32,-4.33
1973-11-01,102.0,3.34333,8.00333,45.9,6.73,680.28,22.3,53.38,14.65,-0.07711091816800525,0.0025210730048476956,-0.07458984516315756,288356.64,-7.46,-15.69
1973-12-01,94.78,3.38,8.16,46.2,6.74,628.03,22.4,54.07,13.49,-0.0768066090433351,0.002743968169969228,-0.07406264087336586,267000.19,-7.41,-23.52
1974-01-01,96.11,3.4,8.22667,46.6,6.99,631.37,22.34,54.04,13.53,0.005318217282613938,0.00296429576081822,0.008282513043432159,269211.62,0.83,-23.46
1974-02-01,93.45,3.42,8.29333,47.2,6.96,606.09,22.18,53.79,12.96,-0.040039913204618485,0.0029274962911340946,-0.03711241691348439,259220.53,-3.71,-23.23
1974-03-01,97.44,3.44,8.36,47.8,7.21,624.04,22.03,53.54,13.31,0.029616063620914273,0.0030289780945624138,0.032645041715476684,267682.79,3.26,-18.89
1974-04-01,92.46,3.46,8.48667,48.0,7.51,589.68,22.07,54.13,12.55,-0.055060573040189756,0.0029471935559686347,-0.05211337948422112,253732.94,-5.21,-21.3
1974-05-01,89.67,3.48,8.61333,48.6,7.58,564.82,21.92,54.25,12.0,-0.042158458825125325,0.003097725319947543,-0.03906073350517778,243821.94,-3.91,-21.85
1974-06-01,89.79,3.5,8.74,49.0,7.54,560.96,21.87,54.6,11.89,-0.006834035621968084,0.0032266916893877694,-0.003607343932580315,242942.39,-0.36,-20.01
1974-07-01,79.31,3.53,8.86333,49.4,7.81,491.48,21.88,54.93,10.39,-0.12385909868796352,0.0032503803004373453,-0.12060871838752618,213641.42,-12.06,-30.34
1974-08-01,76.03,3.56,8.98667,50.0,8.04,465.5,21.8,55.02,9.82,-0.05286074713111422,0.0036963186023168115,-0.04916442852879741,203137.86,-4.92,-31.45
1974-09-01,68.12,3.59,9.11,50.6,8.04,412.12,21.72,55.12,8.68,-0.11467239527389902,0.0038882921589688505,-0.11078410311493017,180633.42,-11.08,-40.1
1974-10-01,69.44,3.59333,9.03667,51.1,7.9,416.0,21.53,54.14,8.74,0.009414733572745792,0.004353505451486622,0.013768239024232413,183120.42,1.38,-41.23
1974-11-01,71.74,3.59667,8.96333,51.5,7.68,426.44,21.38,53.28,8.95,0.02509615384615384,0.0042828525641025635,0.029379006410256404,188500.32,2.94,-34.63
1974-12-01,67.07,3.6,8.89,51.9,7.43,395.61,21.23,52.44,8.29,-0.0722962198668042,0.004148688365694275,-0.06814753150110993,175654.49,-6.81,-34.21
1975-01-01,72.56,3.62333,8.74333,52.1,7.5,426.35,21.29,51.37,8.92,0.07770278809939084,0.004484635541737233,0.08218742364112808,190091.08,8.22,-29.39
1975-02-01,80.1,3.64667,8.59667,52.5,7.39,467.06,21.26,50.13,9.76,0.09548493022164883,0.004155427856612329,0.09964035807826116,209031.82,9.96,-19.36
1975-03-01,83.78,3.67,8.45,52.7,7.73,486.67,21.32,49.08,10.16,0.04198604033742991,0.003803936681939508,0.04578997701936942,218603.38,4.58,-18.33
1975-04-01,84.72,3.68333,8.28667,52.9,8.23,490.27,21.32,47.95,10.23,0.007397209608153299,0.0036506599269868012,0.0110478695351401,221018.48,1.1,-12.89
1975-05-01,90.1,3.69667,8.12333,53.2,8.06,518.46,21.27,46.74,10.82,0.05749892916148256,0.0036153548044954823,0.061114283965978046,234525.87,6.11,-3.81
1975-06-01,92.4,3.71,7.96,53.6,7.86,527.73,21.19,45.46,11.01,0.017879875014465883,0.003405920096696627,0.02128579511116251,239517.94,2.13,-1.41
1975-07-01,92.49,3.71,7.89333,54.2,8.06,522.39,20.95,44.58,10.9,-0.010118810755500031,0.003308194215476348,-0.006810616540023683,237886.67,-0.68,11.35
1975-08-01,85.71,3.71,7.82667,54.3,8.4,483.21,20.92,44.12,10.09,-0.0750014357089531,0.0033372256998283533,-0.07166421000912475,220838.71,-7.17,8.71
1975-09-01,84.67,3.71,7.76,54.6,8.43,474.72,20.8,43.51,9.92,-0.01757000062084798,0.003587122231190028,-0.013982878389657952,217750.75,-1.4,20.55
1975-10-01,88.57,3.7,7.82667,54.9,8.14,493.87,20.63,43.64,10.33,0.04033956858779907,0.003621432985057858,0.04396100157285693,227323.29,4.4,24.14
1975-11-01,90.07,3.69,7.89333,55.3,8.05,498.61,20.43,43.7,10.44,0.009597667402352864,0.0034472634498957213,0.013044930852248584,230288.71,1.3,22.17
1975-12-01,88.7,3.68,7.96,55.5,8.0,489.25,20.3,43.91,10.25,-0.018772186678967556,0.003392765220646731,-0.015379421458320825,226747.0,-1.54,29.09
1976-01-01,96.86,3.68333,8.19333,55.6,7.74,533.3,20.28,45.11,11.19,0.09003576903423598,0.003454266734798161,0.09349003576903414,247945.59,9.35,30.44
1976-02-01,100.6,3.68667,8.42667,55.8,7.79,551.91,20.23,46.23,11.59,0.03489593099568726,0.003161135070941934,0.038057066066629196,257381.67,3.81,23.13
1976-03-01,101.1,3.69,8.66,55.9,7.73,553.66,20.21,47.43,11.63,0.0031708068344476455,0.0030515241011517583,0.006222330935599403,258983.18,0.62,18.47
1976-04-01,101.9,3.71333,8.85667,56.1,7.56,556.05,20.26,48.33,11.69,0.004316728678250165,0.003049404568387338,0.0073661332466375025,260890.89,0.74,18.04
1976-05-01,101.2,3.73667,9.05333,56.5,7.9,548.32,20.25,49.05,11.53,-0.013901627551479013,0.003034799028864311,-0.010866828522614702,258055.83,-1.09,10.03
1976-06-01,101.8,3.76,9.25,56.8,7.86,548.66,20.26,49.85,11.54,0.000620075868106066,0.003079102227409785,0.003699178095515851,259010.43,0.37,8.14
1976-07-01,104.2,3.79,9.35,57.1,7.83,558.64,20.32,50.13,11.76,0.018189771443152442,0.0030863072455315377,0.02127607868868398,264521.15,2.13,11.2
1976-08-01,103.3,3.82,9.45,57.4,7.77,550.92,20.37,50.4,11.6,-0.013819275383073227,0.0030386295288557926,-0.010780645854217435,261669.44,-1.08,18.49
1976-09-01,105.5,3.85,9.55,57.6,7.59,560.7,20.46,50.76,11.81,0.01775212372032253,0.003094823204821027,0.020846946925143557,267124.45,2.08,22.67
1976-10-01,101.9,3.91667,9.67,57.9,7.41,538.76,20.71,51.13,11.35,-0.03912965935437855,0.003077997740919089,-0.03605166161345946,257494.17,-3.61,13.27
1976-11-01,101.2,3.98333,9.79,58.0,7.29,534.14,21.02,51.67,11.25,-0.008575246863167282,0.003251293092780954,-0.005323953770386329,256123.29,-0.53,11.22
1976-12-01,104.7,4.05,9.91,58.2,6.87,550.71,21.3,52.13,11.6,0.031021829482907198,0.003323098813045269,0.03434492829595247,264919.82,3.43,16.83
1977-01-01,103.8,4.09667,9.96667,58.5,7.21,543.18,21.44,52.16,11.44,-0.013673258157651188,0.003244296756308523,-0.010428961401342664,262156.98,-1.04,5.73
1977-02-01,101.0,4.14333,10.0233,59.1,7.39,523.16,21.46,51.92,11.01,-0.03685702713649248,0.0032923401696184204,-0.033564686966874056,253357.77,-3.36,-1.56
1977-03-01,100.6,4.19,10.08,59.5,7.46,517.59,21.56,51.86,10.9,-0.010646838443305943,0.0034342584805158397,-0.007212579962790103,251530.4,-0.72,-2.88
1977-04-01,99.05,4.24667,10.1933,60.0,7.37,505.37,21.67,52.01,10.64,-0.023609420583859862,0.003488926241491013,-0.02012049434236885,246469.49,-2.01,-5.53
1977-05-01,98.76,4.30333,10.3067,60.3,7.46,501.38,21.85,52.32,10.55,-0.007895205493005143,0.0036029707606967834,-0.004292234732308359,245411.58,-0.43,-4.9
1977-06-01,99.29,4.36,10.42,60.7,7.28,500.75,21.99,52.55,10.53,-0.001256531971757939,0.0036549124416610152,0.002398380469903076,246000.17,0.24,-5.02
1977-07-01,100.2,4.40667,10.5167,61.0,7.33,502.85,22.11,52.78,10.57,0.004193709435846276,0.0036794807788317523,0.007873190214678027,247936.98,0.79,-6.27
1977-08-01,97.75,4.45333,10.6133,61.2,7.4,488.95,22.28,53.09,10.27,-0.027642438102814026,0.003692287295747572,-0.023950150807066455,241998.85,-2.4,-7.52
1977-09-01,96.23,4.5,10.71,61.4,7.34,479.78,22.44,53.4,10.07,-0.01875447387258414,0.0038245219347581554,-0.014929951937825986,238385.82,-1.49,-10.76
1977-10-01,93.74,4.55667,10.77,61.6,7.52,465.85,22.64,53.52,9.77,-0.029034140647796806,0.003932357886253422,-0.025101782761543383,232401.91,-2.51,-9.74
1977-11-01,94.28,4.61333,10.83,61.9,7.58,466.26,22.82,53.56,9.77,0.0008801116239132085,0.004082143751565239,0.004962255375478447,233555.15,0.5,-8.81
1977-12-01,93.82,4.67,10.89,62.1,7.69,462.49,23.02,53.68,9.68,-0.00808561746664947,0.0041142996039405764,-0.003971317862708894,232627.63,-0.4,-12.19
1978-01-01,90.25,4.71333,10.9,62.5,7.96,442.05,23.09,53.39,9.24,-0.04419555017405781,0.004160450316042869,-0.04003509985801494,223314.36,-4.0,-14.82
1978-02-01,88.98,4.75667,10.91,62.9,8.03,433.06,23.15,53.1,9.05,-0.020337065942766675,0.004364136786939637,-0.01597292915582704,219747.37,-1.6,-13.27
1978-03-01,88.82,4.8,10.92,63.4,8.04,428.87,23.18,52.73,8.95,-0.009675333672008492,0.004460505857540911,-0.005214827814467581,218601.43,-0.52,-13.09
1978-04-01,92.71,4.83667,11.0233,63.9,8.15,444.15,23.17,52.81,9.26,0.03562851213654481,0.0045021412860151875,0.040130653422559996,227374.04,4.01,-7.75
1978-05-01,97.41,4.87333,11.1267,64.5,8.35,462.32,23.13,52.81,9.63,0.04090960261173031,0.004339750084430936,0.045249352696161246,237662.57,4.52,-3.16
1978-06-01,97.66,4.91,11.23,65.2,8.46,458.53,23.05,52.73,9.55,-0.008197785083924599,0.0041547701447770665,-0.0040430149391475325,236701.7,-0.4,-3.78
1978-07-01,97.19,4.94667,11.3433,65.7,8.64,452.85,23.05,52.85,9.43,-0.012387411946873596,0.004189111581212426,-0.00819830036566117,234761.15,-0.82,-5.31
1978-08-01,103.9,4.98333,11.4567,66.0,8.41,481.92,23.11,53.14,10.02,0.06419344153693274,0.0042526958889993,0.06844613742593204,250829.64,6.84,3.65
1978-09-01,103.9,5.02,11.57,66.5,8.42,478.3,23.11,53.26,9.94,-0.007511620185922984,0.003996168105356352,-0.003515452080566632,249947.86,-0.35,4.85
1978-10-01,100.6,5.03667,11.8233,67.1,8.64,458.96,22.98,53.94,9.53,-0.04043487351034922,0.004003763328454944,-0.03643111018189427,240841.98,-3.64,3.63
1978-11-01,94.71,5.05333,12.0767,67.4,8.81,430.17,22.95,54.85,8.93,-0.0627287781070245,0.004167029806519087,-0.05856174830050541,226737.86,-5.86,-2.92
1978-12-01,96.11,5.07,12.33,67.7,9.01,434.59,22.93,55.75,9.01,0.010275007555152519,0.00444204229335689,0.014717049848509408,230074.77,1.47,-1.1
1979-01-01,99.71,5.11333,12.6533,68.3,9.1,446.91,22.92,56.71,9.26,0.028348558411376356,0.004394946961503947,0.0327435053728803,237608.22,3.27,6.4
1979-02-01,98.23,5.15667,12.9767,69.1,9.1,435.18,22.85,57.49,9.0,-0.026246895348056694,0.00426073855287791,-0.021986156795178784,232384.13,-2.2,5.75
1979-03-01,100.1,5.2,13.3,69.8,9.12,439.02,22.81,58.33,9.07,0.008823934923479881,0.004367924383779891,0.013191859307259773,235449.71,1.32,7.71
1979-04-01,102.1,5.24667,13.5267,70.6,9.18,442.71,22.75,58.65,9.13,0.008405084050840504,0.00431833022033924,0.012723414271179744,238445.43,1.27,4.87
1979-05-01,99.73,5.29333,13.7533,71.5,9.25,426.99,22.66,58.88,8.79,-0.035508572203022226,0.004265395706745575,-0.03124317649627665,230995.64,-3.12,-2.81
1979-06-01,101.7,5.34,13.98,72.3,8.91,430.61,22.61,59.19,8.85,0.008477950303285802,0.004412671647267305,0.012890621950553106,233973.32,1.29,-1.15
1979-07-01,102.7,5.39667,14.1967,73.1,8.95,430.09,22.6,59.45,8.83,-0.0012075892338776124,0.00437364049449231,0.0031660512606146974,234714.09,0.32,-0.02
1979-08-01,107.4,5.45333,14.4133,73.8,9.03,445.5,22.62,59.79,9.13,0.035829710060685034,0.00438280359924667,0.040212513659931705,244152.53,4.02,-2.66
1979-09-01,108.6,5.51,14.63,74.6,9.33,445.65,22.61,60.04,9.11,0.00033670033670028565,0.004229330340441451,0.004566030677141736,245267.34,0.46,-1.87
1979-10-01,104.5,5.55667,14.7067,75.2,10.3,425.4,22.62,59.87,8.68,-0.04543924604510266,0.004229776730618198,-0.041209469314484465,235160.01,-4.12,-2.36
1979-11-01,103.7,5.60333,14.7833,75.9,10.65,418.25,22.6,59.63,8.52,-0.016807710390220915,0.004427205767121142,-0.012380504623099774,232248.61,-1.24,2.43
1979-12-01,107.8,5.65,14.86,76.7,10.39,430.25,22.55,59.31,8.75,0.02869097429766886,0.004492926877864116,0.03318390117553298,239955.52,3.32,4.29
1980-01-01,110.9,5.7,15.0033,77.8,10.8,436.37,22.43,59.03,8.85,0.014224288204532259,0.004344373426302537,0.018568661630834794,244411.17,1.86,2.86
1980-02-01,115.3,5.75,15.1467,78.9,12.41,447.36,22.31,58.77,9.05,0.025185049384696494,0.004260528145075662,0.029445577529772157,251608.0,2.94,8.27
1980-03-01,104.7,5.8,15.29,80.1,12.75,400.14,22.17,58.44,8.08,-0.1055525751072962,0.004129783619456366,-0.10142279148783984,226089.22,-10.14,-3.98
1980-04-01,103.0,5.84667,15.1733,81.0,11.47,389.27,22.1,57.35,7.84,-0.02716549207777279,0.004602555772146416,-0.022562936305626377,220987.98,-2.26,-7.32
1980-05-01,107.7,5.89333,15.0567,81.8,10.18,403.06,22.06,56.35,8.1,0.03542528322244206,0.004722514792646064,0.040147798015088124,229860.16,4.01,-0.49
1980-06-01,114.6,5.94,14.94,82.7,9.78,424.21,21.99,55.3,8.51,0.05247357713491782,0.004546469508261796,0.05702004664317962,242966.8,5.7,3.84
1980-07-01,119.8,5.98333,14.84,82.7,10.25,443.46,22.15,54.93,8.88,0.045378468211499025,0.004351225415085295,0.04972969362658432,255049.46,4.97,8.66
1980-08-01,123.5,6.02667,14.74,83.3,11.1,453.86,22.15,54.17,9.07,0.02345194606052414,0.004162344593274102,0.02761429065379824,262092.47,2.76,7.35
1980-09-01,126.5,6.07,14.64,84.0,11.51,461.01,22.12,53.35,9.2,0.015753756665050845,0.004061458012015452,0.019815214677066297,267285.89,1.98,8.98
1980-10-01,130.2,6.1,14.7,84.8,11.75,470.02,22.02,53.07,9.36,0.01954404459773105,0.003980390880891954,0.023524435478623002,273573.64,2.35,16.34
1980-11-01,135.7,6.13,14.76,85.5,12.68,485.87,21.95,52.85,9.65,0.033721969277903115,0.0038916783682963847,0.0376136476461995,283863.74,3.76,22.22
1980-12-01,133.5,6.16,14.82,86.3,12.84,473.56,21.85,52.57,9.39,-0.025335995225060207,0.0037475730819629396,-0.021588422143097266,277735.57,-2.16,15.74
1981-01-01,133.0,6.2,14.74,87.0,12.57,467.99,21.82,51.87,9.26,-0.011761973139623265,0.003839710561139736,-0.007922262578483528,275535.28,-0.79,12.73
1981-02-01,128.4,6.24,14.66,87.9,13.19,447.18,21.73,51.06,8.83,-0.044466762110301504,0.0038693846734616836,-0.04059737743683982,264349.27,-4.06,5.06
1981-03-01,133.2,6.28,14.58,88.5,13.12,460.75,21.72,50.43,9.08,0.03034572208059393,0.004047587101390938,0.03439330918198487,273441.11,3.44,20.94
1981-04-01,134.4,6.31667,14.7233,89.1,13.68,461.77,21.7,50.59,9.09,0.0022137818773738075,0.0039247603544944835,0.0061385422318682905,275119.64,0.61,24.5
1981-05-01,131.7,6.35333,14.8667,89.8,14.1,448.96,21.66,50.68,8.82,-0.027741083223249675,0.003908872382354852,-0.023832210840894825,268562.93,-2.38,16.84
1981-06-01,132.3,6.39,15.01,90.6,13.47,447.03,21.59,50.72,8.77,-0.004298823948681412,0.004007409717272511,-0.000291414231408901,268484.67,-0.03,10.5
1981-07-01,129.1,6.43333,15.0967,91.6,14.28,431.45,21.5,50.45,8.45,-0.03485224705277047,0.0040079338448575415,-0.030844313207912928,260203.45,-3.08,2.02
1981-08-01,129.6,6.47667,15.1833,92.3,14.94,429.84,21.48,50.36,8.4,-0.0037316027349635268,0.004148800556263762,0.0004171978213002351,260312.0,0.04,-0.68
1981-09-01,118.3,6.52,15.27,93.2,15.32,388.57,21.42,50.16,7.58,-0.09601246975618831,0.004152707984366276,-0.09185976177182203,236399.8,-9.19,-11.56
1981-10-01,119.8,6.55667,15.3,93.4,15.15,392.66,21.49,50.15,7.65,0.010525773991816229,0.004608779198943133,0.015134553190759362,239977.61,1.51,-12.28
1981-11-01,122.9,6.59333,15.33,93.7,13.39,401.53,21.54,50.08,7.81,0.022589517648856382,0.00457138491315642,0.0271609025620128,246495.62,2.72,-13.16
1981-12-01,123.8,6.63,15.36,94.0,13.72,403.18,21.59,50.02,7.83,0.004109281996363993,0.004480777691994787,0.00859005968835878,248613.03,0.86,-10.49
1982-01-01,117.3,6.66,15.1767,94.3,14.59,380.79,21.62,49.27,7.39,-0.05553350860657767,0.004468640970947633,-0.05106486763563004,235917.64,-5.11,-14.38
1982-02-01,114.5,6.69,14.9933,94.6,14.43,370.52,21.65,48.52,7.18,-0.026970246067386322,0.00473795705419435,-0.02223228901319197,230672.65,-2.22,-12.74
1982-03-01,110.8,6.72,14.81,94.5,13.86,358.93,21.77,47.98,6.95,-0.031280362733455615,0.004896271906149916,-0.0263840908273057,224586.56,-2.64,-17.87
1982-04-01,116.3,6.75,14.5967,94.9,13.87,375.16,21.77,47.09,7.26,0.04521773047669467,0.0050543745762869265,0.050272105052981596,235877.0,5.03,-14.26
1982-05-01,116.4,6.78,14.3833,95.8,13.62,371.95,21.67,45.96,7.19,-0.008556349290969283,0.004813501794789779,-0.0037428474961795043,234994.15,-0.37,-12.5
1982-06-01,109.7,6.81,14.17,97.0,14.3,346.21,21.49,44.72,6.69,-0.06920284984540935,0.0048147152395035175,-0.06438813460590584,219863.31,-6.44,-18.11
1982-07-01,109.4,6.82333,13.9667,97.5,13.95,343.49,21.42,43.85,6.64,-0.007856503278356982,0.005155830276421826,-0.0027006730019351567,219269.53,-0.27,-15.73
1982-08-01,109.7,6.83667,13.7633,97.7,13.06,343.73,21.42,43.13,6.64,0.0006987102972430321,0.005196657835744855,0.005895368132987887,220562.21,0.59,-15.27
1982-09-01,122.4,6.85,13.56,97.9,12.34,382.74,21.42,42.4,7.4,0.11349023943211238,0.005193029412620371,0.11868326884473275,246739.25,11.87,4.37
1982-10-01,132.7,6.85667,13.2533,98.2,10.91,413.68,21.37,41.32,8.0,0.08083816690181324,0.004652853982686245,0.08549102088449949,267833.24,8.55,11.61
1982-11-01,138.1,6.86333,12.9467,98.0,10.55,431.39,21.44,40.44,8.35,0.04281086830400305,0.004318958293044544,0.04712982659704759,280456.18,4.71,13.78
1982-12-01,139.4,6.87,12.64,97.6,10.54,437.24,21.55,39.65,8.47,0.013560815039755264,0.004162899773600068,0.017723714813355333,285426.9,1.77,14.81
1983-01-01,144.3,6.88333,12.5667,97.8,10.46,451.68,21.55,39.34,8.76,0.03302534077394565,0.004107202756685878,0.03713254353063153,296025.53,3.71,25.48
1983-02-01,146.8,6.89667,12.4933,97.9,10.72,459.03,21.57,39.07,8.91,0.016272582359192274,0.003979587318455544,0.020252169677647817,302020.69,2.03,30.93
1983-03-01,151.9,6.91,12.42,97.9,10.51,474.98,21.61,38.84,9.23,0.03474718427989466,0.003923127754903456,0.03867031203479812,313699.92,3.87,39.68
1983-04-01,157.7,6.92,12.4767,98.6,10.4,489.62,21.48,38.74,9.53,0.030822350414754274,0.0037685797296728284,0.0345909301444271,324551.1,3.46,37.59
1983-05-01,164.1,6.93,12.5333,99.2,10.38,506.41,21.39,38.68,9.87,0.03429189984069282,0.0036405784077447817,0.0379324782484376,336862.12,3.79,43.35
1983-06-01,166.4,6.94,12.59,99.5,10.85,511.96,21.35,38.74,10.0,0.010959499219999514,0.003513292918122997,0.014472792138122512,341737.46,1.45,55.43
1983-07-01,167.0,6.96,12.8267,99.9,11.38,511.74,21.33,39.31,10.01,-0.00042972107195868905,0.0034719509336666927,0.0030422298617080036,342777.1,0.3,56.33
1983-08-01,162.4,6.98,13.0633,100.2,11.85,496.16,21.33,39.91,9.73,-0.030445147926681487,0.0034734435455504747,-0.02697170438113101,333531.82,-2.7,51.22
1983-09-01,167.2,7.0,13.3,100.7,11.65,508.29,21.28,40.43,9.98,0.024447758787487898,0.0035741158765989467,0.028021874664086843,342878.01,2.8,38.96
1983-10-01,167.7,7.03,13.5433,101.0,11.54,508.29,21.31,41.05,10.0,0.0,0.0034937404500055736,0.0034937404500055736,344075.93,0.35,28.47
1983-11-01,165.2,7.06,13.7867,101.2,11.69,499.73,21.36,41.7,9.85,-0.016840779869759393,0.003501937870113518,-0.013338841999645875,339486.36,-1.33,21.05
